Epoch 5: Hits@1 Left = 0.893, Hits@1 Right = 0.882, Average Hits@1 = 0.887
Epoch 220: Hits@1 Left = 0.958, Hits@1 Right = 0.953, Average Hits@1 = 0.956
Epoch 225: Hits@1 Left = 0.958, Hits@1 Right = 0.955, Average Hits@1 = 0.956
Epoch 230: Hits@1 Left = 0.958, Hits@1 Right = 0.952, Average Hits@1 = 0.955
Epoch 235: Hits@1 Left = 0.957, Hits@1 Right = 0.955, Average Hits@1 = 0.956
Epoch 240: Hits@1 Left = 0.956, Hits@1 Right = 0.953, Average Hits@1 = 0.955
Epoch 245: Hits@1 Left = 0.956, Hits@1 Right = 0.955, Average Hits@1 = 0.955
Epoch 250: Hits@1 Left = 0.958, Hits@1 Right = 0.954, Average Hits@1 = 0.956
Epoch 255: Hits@1 Left = 0.958, Hits@1 Right = 0.954, Average Hits@1 = 0.956
Epoch 260: Hits@1 Left = 0.956, Hits@1 Right = 0.954, Average Hits@1 = 0.955
Epoch 265: Hits@1 Left = 0.955, Hits@1 Right = 0.952, Average Hits@1 = 0.954
Epoch 270: Hits@1 Left = 0.956, Hits@1 Right = 0.953, Average Hits@1 = 0.955
Epoch 275: Hits@1 Left = 0.957, Hits@1 Right = 0.953, Average Hits@1 = 0.955
Epoch 280: Hits@1 Left = 0.957, Hits@1 Right = 0.955, Average Hits@1 = 0.956
Epoch 285: Hits@1 Left = 0.956, Hits@1 Right = 0.954, Average Hits@1 = 0.955
Epoch 290: Hits@1 Left = 0.956, Hits@1 Right = 0.953, Average Hits@1 = 0.955
Epoch 295: Hits@1 Left = 0.956, Hits@1 Right = 0.953, Average Hits@1 = 0.955
Epoch 300: Hits@1 Left = 0.956, Hits@1 Right = 0.954, Average Hits@1 = 0.955
Epoch 305: Hits@1 Left = 0.956, Hits@1 Right = 0.954, Average Hits@1 = 0.955
Epoch 310: Hits@1 Left = 0.956, Hits@1 Right = 0.953, Average Hits@1 = 0.954
Epoch 315: Hits@1 Left = 0.956, Hits@1 Right = 0.953, Average Hits@1 = 0.955
Epoch 320: Hits@1 Left = 0.956, Hits@1 Right = 0.954, Average Hits@1 = 0.955
Epoch 325: Hits@1 Left = 0.957, Hits@1 Right = 0.953, Average Hits@1 = 0.955
Epoch 330: Hits@1 Left = 0.957, Hits@1 Right = 0.953, Average Hits@1 = 0.955
Epoch 335: Hits@1 Left = 0.955, Hits@1 Right = 0.953, Average Hits@1 = 0.954
Epoch 340: Hits@1 Left = 0.958, Hits@1 Right = 0.953, Average Hits@1 = 0.956
